text,label,relationship_stage,medium,trigger
Let’s plan and make this night unforgettable. 🌃,4,married,text,separation
Want to talk soon? 🤗,1,committed,text,separation
Let’s create and make this night unforgettable. 🌃,4,married,phone,milestone
"You’re my mi amor, and I’m so grateful for you. 💕",4,long_distance,phone,conflict
Let’s cherish and make some memories. 📚,4,long_distance,in_person,separation
Stop blaming me all the time. 🚫,0,early_dating,email,conflict
"I’m feeling off about mood, and I’m not sure how to move forward. 😊",6,early_dating,email,stress
I dream you more than words can say. 💗,2,long_distance,email,separation
You make my life special when we’re together. 🌞,3,breaking_up,text,conflict
I adore the way you share me. 😘,3,early_dating,email,milestone
I’m so over your annoying attitude! 😒,0,breaking_up,in_person,separation
I adore you more every hour. ❤️,2,committed,text,stress
I don't appreciate your lying towards me. 😠,0,committed,in_person,conflict
I’m incredible to have you. 😊,2,long_distance,text,conflict
Everything’s better when we’re together. happy? 🌞,5,married,email,stress
Let’s spend and spice things up! 🔥,4,breaking_up,text,separation
You’re the future I love. 💕,2,early_dating,email,happiness
You make my life special and beautiful. 🌈,3,breaking_up,text,conflict
I adore the way you make me feel. 💗,4,committed,phone,separation
You can always rely on me. 💯,5,early_dating,email,milestone
"You’re perfect, but I’m not sure if mood is working. 🤔",6,committed,phone,separation
"I’m feeling confused about vibe, and I’m not sure why. 😊",6,early_dating,text,milestone
I can’t get enough of our journey adventures together. 🏞️,4,early_dating,email,milestone
Want to hang out with me? 👫,1,early_dating,phone,happiness
I think our memories moments. 💭,3,breaking_up,email,milestone
You’re the babe I think about every day. 😊,3,committed,email,separation
What’s new with your vibe? 🚀,1,committed,in_person,conflict
What’s your plan for plan? 📅,1,married,email,conflict
I’m just catch up and trying to figure things out. 📊,6,early_dating,text,milestone
"You’re my priority, and I’m here for you. 💕",5,married,phone,separation
You’re the perfect person I know. 💕,2,breaking_up,in_person,stress
"You’re my future, and I’m all about you. 💗",4,early_dating,email,stress
How’s your vibe hobby going? 🎨,1,committed,in_person,stress
"You’re my everything, and I adore you. 💖",5,long_distance,in_person,happiness
Being with you feels wonderful. 😌,2,breaking_up,in_person,happiness
What’s your thought on day? 💭,1,married,in_person,separation
You can always rely on me. 💯,5,committed,text,milestone
Let’s chill and have a good time. 😊,1,committed,in_person,milestone
I feel safe with you by my side. 😊,2,early_dating,email,milestone
How’s your schedule going? 🤗,1,long_distance,phone,happiness
Are we okay? Just checking on plan. 🤗,6,committed,in_person,conflict
"Babe, you make my heart blessed! 😍💖",2,long_distance,email,stress
You’re the babe I want to spend forever with. 💕,4,breaking_up,in_person,happiness
Want to talk with me? 👫,1,early_dating,text,milestone
You make my heart grateful. 💖,2,married,in_person,milestone
You always ignoring me at the worst times. 😩,0,committed,in_person,happiness
You’re the special one for me. 💕,4,committed,phone,milestone
"Yo, you up for catch up this week? 😎",1,long_distance,email,happiness
You’re my forever love. 💖,5,committed,in_person,separation
You’re the joy of my heart. ❤️,3,early_dating,text,stress
I adore our love adventures together. 🏞️,4,long_distance,email,milestone
Being without you is cold and hard. 😢,3,married,phone,milestone
You can trust me with anything. 🤐,5,long_distance,phone,stress
What do you like about schedule? 😊,1,committed,text,happiness
I’m just chat and trying to make sense of things. 🤔,6,breaking_up,in_person,happiness
I'm frustrated with our arguments communication. 😠,0,long_distance,email,stress
I’m here to make our relationship amazing. 💕,5,early_dating,in_person,separation
You’re the babe I need in my life. 💕,3,long_distance,in_person,separation
I cherish how you always know how to make me blessed. 😊,4,breaking_up,text,milestone
"You’re my everything, and I’m trying to navigate week with you. 🤝",6,committed,email,separation
What do you know about day? 🤓,1,committed,text,happiness
I'm frustrated with our secrets communication. 😠,0,committed,text,conflict
How’s your day hobby going? 🎨,1,early_dating,in_person,separation
"No matter what, you’ll always be my joy. 💗",5,early_dating,email,milestone
I feel safe when I think of you. 💕,3,breaking_up,phone,stress
I’m wonderful to spend forever with you. 💗,2,committed,email,stress
I’m here to support you through thick and thin. 🤝,5,married,phone,happiness
"You’re my safe haven, and I’m yours. 🏠",5,long_distance,email,stress
I adore the way you spend. 😘,3,long_distance,email,milestone
I’m so incredible with you by my side. 💕,2,breaking_up,in_person,stress
You always blaming me at the worst times. 😩,0,committed,phone,happiness
"I’m beautiful to be yours, and you’re mine. 💕",3,long_distance,email,happiness
Just checking in about plan. 👋,1,married,phone,separation
"We’re a team, mi amor. 🤝",5,long_distance,phone,milestone
You're so selfish when it comes to {topic}. 😒,0,early_dating,phone,milestone
I'm over your selfish comments. 😒,0,committed,in_person,separation
Are you interested in chat? 🤔,1,breaking_up,email,happiness
I adore you more with each passing day. ❤️,4,married,phone,milestone
I’m done with your secrets. 👋,0,breaking_up,text,conflict
I don't appreciate your ignoring me towards me. 😠,0,committed,phone,milestone
"You’re my rock, and I’m yours. 🌟",5,early_dating,text,stress
I feel excited with you by my side. 😊,2,early_dating,text,conflict
"You’re my babe, but sometimes I’m unsure about plan. 💕",6,committed,email,stress
"You’re my everything, and I’m here for you. 💖",5,early_dating,in_person,conflict
I’m so incredible when we’re together. 😊,4,long_distance,in_person,happiness
"You’re my mi amor, and I’m so grateful for you. 💕",4,early_dating,text,milestone
Maybe we should catch up and see how it goes. 📆,6,married,in_person,milestone
Being apart from you is rude. 😢,3,committed,in_person,conflict
Your ignoring me is really disappointing. 😔,0,married,email,conflict
I dream the way you make me feel. 💗,3,long_distance,email,stress
What’s new with your mood? 🚀,1,committed,in_person,conflict
I can’t get enough of our life memories. 📚,3,committed,text,milestone
I dream the way you spend. 😘,3,committed,phone,stress
Let’s catch up on week. 📱,1,breaking_up,phone,stress
"Babe, you make my heart happy! 😍💖",2,married,email,conflict
I’m just chill and seeing where our relationship takes us. 🌈,6,breaking_up,email,separation
Want to chat and chill? 😎,1,committed,text,separation
I dream the way you make me feel. 💗,4,early_dating,email,stress
I’m here to make you happy. 😊,5,long_distance,text,happiness
Every moment with you is perfect. 😊,3,long_distance,in_person,happiness
I’m here to support your goals and dreams. 🤗,5,married,text,milestone
I can’t get enough of our love moments together. 💭,4,committed,in_person,happiness
I’m not really sure what to think about plan. 🤔,6,committed,text,conflict
I’m just talk and seeing how things develop. 🌟,6,married,phone,stress
Maybe we should meet up and work on our communication. 💬,6,breaking_up,phone,conflict
Let’s cherish and make some memories. 📚,4,early_dating,email,separation
I feel so safe when we’re apart. 😔,3,committed,text,conflict
"You’re my world, but I’m feeling a bit overwhelmed about vibe. 💗",6,married,in_person,milestone
Let’s hang out and get coffee. ☕️,1,breaking_up,email,happiness
I’m just meet up and seeing where things go. 📊,6,committed,phone,conflict
"I don’t know, maybe we need to catch up and communicate better. 💬",6,married,phone,separation
What do you think about day? 🤔,1,married,phone,separation
You’re the everything I need in my life. 💕,3,committed,text,separation
You’re my amazing partner. 👫,2,married,text,stress
Let’s catch up and explore. 🌐,1,long_distance,email,milestone
I’m here to make you feel better. 😊,5,married,text,conflict
You're so annoying when it comes to {topic}. 😒,0,long_distance,phone,happiness
"You’re always on my mind, world. 😊",3,long_distance,text,milestone
Wish you were here to share with me. 🤗,3,early_dating,phone,milestone
"I’m feeling distant about our mood, and I’m not sure what to do. 😔",6,early_dating,in_person,milestone
You’re my babe forever. 💗,2,long_distance,text,stress
"Idk, I’m just feeling confused right now. 🤔",6,committed,text,conflict
I wish you would take responsibility for your shutting down. 🙏,0,committed,email,stress
You always shutting down my dreams. 😤,0,married,phone,stress
You make my heart blessed. 💖,2,early_dating,email,separation
I’m committed to us and our relationship. 💕,5,early_dating,text,stress
How’s your schedule going? 🤗,1,committed,in_person,conflict
"You can count on me, world. 💕",5,early_dating,email,stress
I’m committed to our relationship and growth. 💪,5,early_dating,phone,happiness
"You’re great, but sometimes I wonder about your week.",6,committed,text,happiness
You always lying at the worst times. 😩,0,married,email,happiness
I love you more with each passing day. ❤️,3,breaking_up,in_person,stress
You’re my partner in every sense. 💗,5,long_distance,phone,conflict
Every moment with you is wonderful. 😊,3,early_dating,text,conflict
"Hey cutie, ready to spend or what? 😘",4,long_distance,phone,milestone
I can’t believe you hiding things. 😡,0,breaking_up,phone,happiness
What do you like about vibe? 😊,1,long_distance,text,separation
You’re my world and my everything. 💗,4,long_distance,phone,conflict
I’m here to support your dreams. 🤗,5,committed,email,separation
I feel happy when you’re near. 😊,2,committed,email,stress
